text,description,review_title,verified_purchase,rating,id,product_title_parent_asin
This was so perfect. Everything was exactly what I needed for the perfect mama bear gift.,"['Each tumbler is personalized using laser engraving machines to permanently etch your choice of text into the surface of the tumbler. Our tumblers are vacuum insulated stainless steel, so they keep drinks hot or cold for hours. Includes a straw and lid.']",My daughter cried tears of joy.,True,5.0,51793,"Personalized Laser Engraved 22 oz Stainless Steel Tumbler with Custom Mama/Papa Bear and Cubs - Includes Straw and Lid - Bear, Mama, Papa, Cubs, Parent Gift, Mother's Day Gift, Father's Day GiftB07V5P6WHK"
Not as pretty as I would like but it is definitely worth the money and is very pretty I like that it is easy to get on and off,"['This long handmade pendant comes to you from the Cape Cod studio of award-winning artist Judith Stiles. Inspired by the reflection of the moon on the surface of the sea, it shimmers with positive energy when you wear it. Alloy metals include steel and copper that are gently hammered in the circles. Hand burnished metals for a satin matte finish. This is Judith\'s absolute FAVORITE chain because it is sturdy, but lightweight, and can be used with any pendant. Chain is 30"" LONG which creates a wonderful jazzy look with any outfit. Handmade Sterling silver long chain Gently hammered metals']",Not as pretty as I would like but it is definitely worth the money and is very pretty,True,4.0,37682,Long Handmade Halo Necklace Pendant-Sterling silver long chainB07F3F8ZGV
"This is piece of paper and you can see in the photo, the size.  I paid way too much for what they sent me. I could’ve taken a picture of the product and put it on card stock and had the same thing.",['8x10 UNFRAMED Prints'],Spent way too much for a piece of paper.,True,1.0,68938,"Psychic Reading Wall Art & Decor - Fortune Teller, Tarot Cards, Crystal Ball Picture Print Sign Plaque - Vintage Rustic Occult Home Decor - 8x10 Poster - Bedroom, Living Room, Office - Women, MenB09G77BWYN"
I had it two days went to sleep and the next day it was out I find it in bed and yes I was alone! Once I tried to put it back in it broke! It’s not worth the money and I’ll never purchase from them again(Garbage),"['Gold Nose Ring, Unique Gold Plated Indian Hoop Piercing, Tribal Style, 20g, Handmade Piercing Jewelry. Nose rings are the ultimate piercing jewelry if you are looking for a way to feel unique and make a fashion statement. *PLEASE NOTICE: Care must be taken to open the ring by bending it gently sideways.This nose ring is made of thick high-quality 18k gold plating over brass (2 Microns). Spice up your jewelry collection with this awesome ring. Add some edge and whimsical touch to your personality. Product Details: * One Nose ring. * Made of 18K Gold Plating over brass (2 Microns). * Nickel-free, Lead-free. Dimensions: * Width: 3.32mm (0.1307""). .* Ring inner diameter : this ring is open and has an elliptic shape, therefore it fits 5mm-10mm diameter piercing. * Gauge: 20g (0.8mm) ---------------------------------------------------------------------------------------------DIAMETER= the distance across the ring at its widest point.It refers to the internal diameter of the ring inside edge to inside edge.-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------GAUGE= the thickness of the piercing jewelry wire.Gauge sizes work in reverse: the bigger the number- the smaller the hole.-------------------------------------------------------------------------------------------------This design is also available in sterling silver and 14k solid gold in our shop.']",Small and easily lost,True,5.0,55490,"Gold Nose Ring, Unique Gold Plated Indian Hoop Piercing, Tribal Style, 20g, Handmade Piercing JewelryB081XYXV5X"
I'm a little disappointed. It's just a  sheet of paper with the  quote printed on it. I could have  done  that myself at home and  it would have  looked better too.,"['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",Waste of money.,True,2.0,766,"A Long Time Ago Inspirational Quote Wall Art, Vintage Dictionary Art Print For Home Decor, Antique Art Print Poster, Space Star Galaxy Boys Wall Decor 8x10 Inches, Ready to FrameB015RLS71A"
"Been looking for something like this for ages!<br />They are so well made and the perfect size!<br />They wash perfectly well and are so superior to the plastic net scrubbers. Hold bar soaps of every shape and size or can be used, as is with body wash. Definitely recommend!","['ONE Terry Cloth Soap Holder of Your Color Choice. Great for holding all of those little irritating soap scraps, or a whole bar of soap. Simply wet and start scrubbing. You will be amazed at the abundance of lather that you get! When finished, rinse, hang to dry, and it is ready to use again. Great for every family member or for gifts. The 12"" handcrafted, bias tape, loop hanger makes it easy to hold onto. Some differences in sizes occurs as these are all handcrafted. I strive to be as accurate as possible. They are approx. 6"" x 5"". See choices. Hook and loop closure holds soap securely in pouch. Ready for immediate shipping. Great for shower or bath time. A wonderful cloth to use with makeup remover. Fantastic gift set. Easy to pack with your bar of soap in it for travel or camping. Men, women and children all like to use these Soapies. It also makes a fantastic baby gift. Machine wash and dry. Remove soap and then throw in the washer and dryer with a load of towels. I take great pride in making quality, durable items. All seams have been double stitched. Soap not included. Colors may differ slightly from photos. Coordinating straps may not be exactly as shown. This listing is for one individual soap holder, however you can purchase multiple soap holders by adding them to your cart.']",Just what I’ve been looking for!,True,5.0,23236,"ONE Terry Cloth Soap Holder, Soapie, Soap On A Rope, Kids Soap Cloth, Makeup Remover Cloth, ReusableB0722XXK98"
"Yes these are very thin and lightweight, but I don’t find them very breathable. Because they’re so thin, they end up forming much closer to your face, compared to a more rigid mask that can have some gaps for air to escape.  My face gets wetter with these. I would also expect a 3-pack for this price.","[""Party Casa's bestselling cotton mask is now on Amazon! Our single layer cotton gauze is thinner than double and triple layered masks making it more lightweight, breathable and comfortable. Mask fit can be adjusted by pulling ear loops to tighten material for a closer fit and a simple knot will secure the loop, or ear loops can be left untied for a looser fit. Other mask colors shown are not included and sold as separate listings. We are a female owned small business and we thank you for your support! Join our family of satisfied customers breathing easier!""]","Thin and lightweight, but not very breathable",True,2.0,62934,"Adult Face Mask, Breathable, Single Layer, Cotton, Lightweight, Adjustable, and Reversible (Black)B08QV7PHXL"
Very excited to put this up in my step sons room,"['Personalize your son or daughters space with this custom name decal. LUCYLEWS is committed to 100% customer satisfaction. If you are not satisfied with your purchase, return your unused decal in its original packaging for a refund. If your decal is defective due to production issues, we are happy to accept a photo of the defective decal and you send a replacement or refund your purchase']",Very nice,True,5.0,89597,LucyLews Home Boy/Girl Personalized NameB01BFMLVI6
"So dainty,  I have one made with all my grandkids initials. Think I will do a stackable family tree set...my husband and I... our kids, their spouses and already have the grandkids. They a small enough to wear 5-6 at a time","[""Artist hand made  .925 Sterling Silver tiny silver band (1.3mm) is handstamped with 'teeny and tiny' letters. *Individual ring - for multiple ring please add one item, go back and add 2nd *  **important, please double check on size and spelling of the names""]",Very nice quality,True,5.0,25455,Teeny Tiny Stacking Sterling Silver Ring By Hannah Design Personalized RingB074R7BSN2
Great gift,['Personalized Record Song Lyrics Print.'],Nicely done,True,5.0,57363,Personalized Record Print Personalized Vinyl Record Song Lyrics Frame Our Song Custom Song Lyrics Framed Print Anniversary Gift for HimB0841BJRVM
"Honest review: We received this in the mail and was sort of disappointed. The paper looked like cheap printed paper that someone just took a minute to print off and place in the frame. I could have done that. Frankly, I paid for the convenience.","['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",We received this in the mail and was sort of disappointed. The paper looked like cheap printed paper that ...,True,3.0,824,"I Love You More Than Coffee Typography, Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To FrameB015RXE0IM"
This was the first mod I did to my new Triumph Bonneville.  It fits the style of the bike perfectly and performs flawlessly.  Good product that is getting better with age.  Installation was super easy.,['| 100% Leather | 0% Compromise Handcrafted to last |'],Great product,True,5.0,79385,Trip Machine Company Leather Motorcycle Grips Wrap BlackB0BTYGY9W6
Should say Bryce and Brentlee.. a little hard to made out some of the letters.,"['New to our product line are these nice Stainless Steel Stackable Name Rings, they are available in Matte, Shiny, Rose Gold, Gold and Coffee colors Stainless Steel. Each ring is personalized with your choice of wording and/or dates. The rings are made of Stainless Steel that will not fade, tarnish or stain your skin. Rose Gold, Gold and Coffee colors are plated over Stainless Steel. Each ring is 3mm wide, the perfect width for stacking! **LISTING IS FOR 1 RING** ( Picture shows five individual rings which are sold separately) Change Quantity to desired number of rings and add to cart separately ****INSIDE ENGRAVING NOT AVAILABLE FOR THIS RING**** ------------ORDERING INSTRUCTIONS--------------- 1. Select Quantity 2. Select Color3. Select Size 4. Enter personalization (35 characters max.) **Please note: Paint in rings is not permanent and will come out over time, length will vary depending on wear of ring. This can easily be repainted at any time using a paint marker and wiping excess with alcohol. Unfortunately, there is not a way to make it permanent in stainless steel, however the engraving (stamping) will always be there**']",So so,True,4.0,1588,"Personalized Stackable Name Ring - Stacking Rings - Matte, Shiny, Rose Gold, Gold and Coffee Colors - 3mm WidthB015YI5I40"
"Worked great, just had to take time doing it. Did not come with instructions though which was disappointing. Had to YouTube a tutorial.","[""This vinyl wall decal is the perfect addition to any home. It would also be perfect to put in your living room, dining room or even sitting area! This wall decal has a matte finish and looks like it's painted wall decor after applying. Works on smooth and lightly textured walls only. Peel & Stick construction makes this wall decal very easy to install. Color chart and policies are shown above. All colors in chart are available but may not show in color drop down menu. If you would like a color not in the menu, just contact us. All of our wall decals are removable for up to 2 years but not reusable. Check out the Sticky Wall Vinyl store to see hundreds of handmade vinyl wall decals that are a perfect way to decorate your home or give them as a Christmas gift! COLORS: You may choose a color for the initial and another one for the name with established date. **wide= left to right **high = top to bottom ** Measurements are an estimate and will change based on the personalized name. Dimensions shown in size options are the overall dimensions for all pieces of the decal when applied like in the picture. Picture shows largest size. ** IMAGE SHOWN: The image shown is an example of what this product can look like however, this is a custom product where you select the size, colors, and other variables. Please be sure to select the options that you would like for your decal when purchasing. ********** ALL ARTWORK & IMAGES ARE COPYRIGHT PROTECTED and the EXCLUSIVE PROPERTY OF STICKY WALL VINYL LLC. ANY COPYRIGHT INFRINGEMENT WILL BE REPORTED TO AMAZON AND IS SUBJECT TO PROSECUTION **********""]",Good product but no instructions or squeegee,True,5.0,15566,Custom Family Name Wall Decal - Personalized Name Wall Sticker - Custom Name Wall Sign - Monogram StencilB01M1LBZ53
We love Dolly’s new collar. Looks great and the fastener works well. Please make something in purple soon! That’s her color🐶💜,"['These Personalized dog collars are 100% handmade in the US! Custom Floral dog collars with bohemian twist. They are durable due to the zinc alloy metal buckle, slide-adjuster and large gauge D-ring, as well as our soft, yet heavyweight canvas webbing strap available In 1 inch width and 10mm (for XSmall). Our priority is to get a custom fit collar that fits just right and we ensure a long-lasting collar. These custom pet collars are laser-engraved on the font of your metal buckle; the text will appear matte white/light gray as seen in the photos. -------Designs------- 1. Berry Spring - This design pairs well with any of your spring outfits 2. Polka Dotted Pink - Bold and sassy for your girl dog, shows confidence and style. 3. Peach Floral - Where Floral and Boho style come together and make for a whimsy look. Our metal colors are Black, Gold, and Silver. ----Size----- X Small - 8-12"" inches (Most lap dogs and cats) Small - 10""-15"" Inches (Beagle, Cocker Spaniel, Pug) Medium - 12""-18"" Inches (Dalmatian, Springer Spaniel, Collie) Large - 15-22 (Boxer, German Shepherd, Old English Sheepdog, Labrador) X Large - 19-26 (English Mastiff, Large German Shepherd, Great Dane) For any custom sizing feel free to message the exact neck size for a perfect fit for no additional charge.']",We love it!,True,5.0,61355,"Personalized Floral Dog Collar With Metal Buckle, Handmade Laser EngravedB08HPQHQ98"
Excellent product.  The leather is so soft and flexible they are easy to install and a pleasure to touch.  Looking forward to buying more leather goods from Trip Machine.,['| 100% Leather | 0% Compromise Handcrafted to last |'],Great fit and comfort.,True,5.0,79351,Trip Machine Company Leather Motorcycle Grips Wrap BlackB0BTYGY9W6
"Looks just like my chihuahua, Penny! Lots of compliments","['ARCHIVAL INK AND PAPER - so your print will last a lifetime', 'ARCHIVAL INK AND PAPER - so your print will last a lifetime', 'BOLDLY COLORED - to liven up any wall', 'BOLDLY COLORED - to liven up any wall', 'HAND SIGNED BY THE ARTIST - ships directly from artist Ron Krajewski', 'HAND SIGNED BY THE ARTIST - ships directly from artist Ron Krajewski', 'SHIPS FLAT, NOT IN A TUBE - free replacement for prints lost or damaged', 'SHIPS FLAT, NOT IN A TUBE - free replacement for prints lost or damaged', ""100% MONEY BACK GUARANTEE- If not completely satisfied, I'll return every penny"", ""100% MONEY BACK GUARANTEE- If not completely satisfied, I'll return every penny"", 'Looking for the perfect Chihuahua Art to brighten any room?', 'Need to spice up your walls with a dash of color? This vibrant and colorful Chihuahua Print will complement any spot in your home.', ""Bare walls are drab and don't capture anyone's attention. But they don't have to be when you display this stunningly colored Chihuahua Art by Ron Krajewski. Afraid of ordering art off the internet because many arrive bent and damaged or rolled in a tube? I ship all my prints flat, backed by stiff board and protected with a clear bag. I also offer free replacement for prints lost or damaged during shipment."", 'All prints are printed on heavy duty, textured watercolor paper so they have the look and feel of an original painting. My repeat customers rave about the compliments they receive from their friends and family. All are hand-signed on the border by the artist, so you know you are getting the real deal.', 'All you have to do to frame these is pick up an inexpensive pre-cut mat and frame at any hobby store. 8x10"" prints are best displayed behind mat in and 11x14"" frame. 11x14"" prints in a 16x20"" frame. Prints can be displayed without mat in the size ordered by simply trimming off the white border.', 'I am so confident you will absolutely love the quality and color of this print, I am including a 30-day money back guarantee. I have hundreds of images to choose from and I combine shipping! So if you are ready to bring some color to your walls...then simply', 'Click ""Add To Cart""', '.']",love love love,True,5.0,85501,Chihuahua Art Print | Chihuahua Gifts | From Original Painting by Ron Krajewski | Hand Signed in 8x10” and 11x14” SizesB017BI71SC
My daughter loved this!,"['Frame Not Included: Your High-Quality Photo Art Print Selections are Shipped Unframed, Carefully Packaged and Delivered Safely for Your Enjoyment. Give Any Wall in Any Room Some Character and Personality']",Great seller! Fast shipping,True,5.0,60211,"""We're All Quite Mad Here…"" Alice in Wonderland: Positive Quotes; Inspirational, Motivational & Affirmation Wall Art Decor Poster for Office, Classroom, Livingroom & Bedroom | Unframed Posters 8x10""B08C6G7C5L"
Wonderful! My son loves it!,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",Cute!,True,5.0,16271,"Captain Grumble the Sea Pug Riding His Narwhal Steed, Noodles Art Print Beautifully Upcycled Dictionary Page book Art Print Pug On a NarwhalB01M6YP6NN"
It’s a cute print that we have hung up for some laughs. Our guests love it.,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact page shown in the image, but you will get a print from the same book. Every piece is original.  ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",Any pug lover’s gift.,True,5.0,15769,Space Pug. Captain Pugbert of the Space Patrol Black Dog In a Space Helmet Illustration Beautifully Upcycled Dictionary Page Book Art PrintB01M3Z1K8B
"I like the personalized name a lot. It's thick and not flimsy. Well made for sure.<br />The only reason I gave 4 stars was because I was under the impression that the first letter would be separate from the corresponding letters in the name as shown in the picture. As you can see from my picture the first letter is connected to the rest of the name and not like what is advertised in the example. Other than that, it is a beautifully made product at a reasonable price.<br />*Side note to seller* It is not made clear in the ordering instructions how to go about achieving the same look as in the advertised pic. My guess is you would have to order one letter larger and then a separate order for the rest of the name in a slightly smaller font size? But again, this is not made clear on how to achieve the look shown. the name I ordered is all the same font size.",['View an instant font preview / proof of your name here namesigns.font.page/Lav Our customized wooden name signs are created by top quality 1/2 inch baltic birch plywood or 1/2 Inch MDF. All signs are custom cut and sanded and ready for paint as soon as received. Please contact us if you would like to see a preview of your sign. All Signs come unpainted. All Dots and punctuation will be attached. Signs over 46 inches will be done in 2 pieces to allow for handling.'],Well made product,True,4.0,71773,"Personalized Custom Wood Name Sign, Nursery Name Sign, Family Name Signs, Choice of Size & Fonts!B09TJNL15Z"
